paper_id,ref_title,ref_journal
15472450.2017.1315805,Intention to use a fully automated car; Attitudes and a priori acceptability,Transportation Research Part F: Traffic Psychology and Behaviour
15472450.2017.1315805,VISSIM 5.40 User Manual,NA
15472450.2017.1315805,Location-dependent lane-changing behavior for arterial road traffic,Networks and Spatial Economics
15472450.2017.1315805,Reuters,NA
15472450.2017.1315805,Shock waves on the highway,Operations research
15472450.2017.1315805,Probe vehicle lane identification for queue length estimation at intersections,Journal of Intelligent Transportation Systems
15472450.2017.1315805,"Robot, you can drive my car- Autonomous driving will push humans into the passenger seat",IEEE Spectrum
15472450.2017.1315805,Vehicle trajectory reconstruction for signalized intersections using mobile traffic sensors,Transportation Research Part C: Emerging Technologies
15472450.2017.1315805,Research and implementation of lane-changing model based on driver behavior,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1315805,Lane-changing behavior on urban streets: an “in-vehicle” field experiment-based study,Computer-Aided Civil and Infrastructure Engineering
15472450.2017.1315805,A driver behavior-based lane-changing model for urban arterial streets,Transportation Science
15472450.2017.1315805,Evaluation of precise point positioning using MADOCA-LEX via Quasi-Zenith Satellite System,Proceedings of the 2014 International Technical Meeting of the Institute of Navigation
15472450.2017.1315805,Autonomous driving in urban environments: Boss and the Urban Challenge,Journal of Field Robotics
15472450.2017.1315805,Lane change behavior modeling for autonomous vehicles based on surroundings recognition,International Journal of Automotive Engineering
15472450.2017.1315805,Collaborative merging strategy for freeway ramp operations in a connected and autonomous vehicles environment,Journal of Intelligent Transportation Systems
15472450.2016.1247703,,-
15472450.2016.1247703,Vehicular networks for collision avoidance at intersections,SAE International Journal of Passenger Cars-Mechanical Systems
15472450.2016.1247703,,Symposium on the Dynamics and Control of Single Track Vehicles
15472450.2016.1247703,Las principales cifras de la siniestralidad vial,NA
15472450.2016.1247703,Understanding driver perceptions of a vehicle to vehicle (V2V) communication system using a test track demonstration,SAE International Journal of Passenger Cars-Mechanical Systems
15472450.2016.1247703,ETSI TR 102 638,NA
15472450.2016.1247703,,-
15472450.2016.1247703,I Estudio de siniestralidad vial en motocicletas,NA
15472450.2016.1247703,Horizon 2020 Work Programme 2014,European Commission
15472450.2016.1247703,Cooperative collision avoidance at intersections: Algorithms and experiments,IEEE Transactions on Intelligent Transportation Systems
15472450.2016.1247703,"Comparison of two warning concepts of an intelligent Curve Warning system, Analysis and prevention",01/2012
15472450.2016.1247703,Design and evaluation of V2X communication system for vehicle and pedestrian safety,Journal of China Universities of Posts and Telecommunications
15472450.2016.1247703,Controller for urban intersections based on wireless communications and fuzzy logic,IEEE Transactions on Intelligent Transportation Systems
15472450.2016.1247703,GPS and inertial systems for high precision positioning on motorways,Journal of Navigation
15472450.2016.1247703,"Specification and development of a HMI for ADAS, based in usability and accessibility principles",NA
15472450.2016.1247703,,-
15472450.2016.1247703,Real-time driving assistant application for Android-based mobile devices,Real-time driving assistant application for Android-based mobile devices
15472450.2016.1247703,A new method for the detection of motorbikes by laser rangefinder,A new method for the detection of motorbikes by laser rangefinder
15472450.2016.1247703,,—
15472450.2016.1247703,,-
15472450.2016.1247703,"SIM-TD Safe and intelligent Mobility Project, Ed., June 2009, (In German)",-
15472450.2016.1247703,Calibrating Communication Simulator for Connected Vehicle Applications,Journal of Intelligent Transportation Systems
15472450.2016.1247703,A feasibility study on a cooperative safety application for cyclists crossing intersections,A feasibility study on a cooperative safety application for cyclists crossing intersections
15472450.2016.1247703,Design of Warning Delivery Strategies in Advanced Rider Assistance Systems,Design of Warning Delivery Strategies in Advanced Rider Assistance Systems
15472450.2016.1247703,,-
15472450.2016.1247703,Collaborative Warning System for Dense Vehicular Networks using MUSIC algorithm DoA,Collaborative Warning System for Dense Vehicular Networks using MUSIC algorithm DoA
15472450.2016.1247703,Development of Collision Avoidance Systems at Delphi Automotive Systems,Development of Collision Avoidance Systems at Delphi Automotive Systems
15472450.2016.1247703,,-
15472450.2016.1247703,,Combining multiple complementary features for pedestrian and motorbike detection
15472450.2016.1247703,"White papers for: “toward zero deaths: A national strategy on highway safety”—White Paper No. 5— Safer Vulnerable Road Users: Pedestrians, Bicyclists, Motorcyclists, and Older Users”, Monograph, Transportation Research Board Ed., Federal Highway Administration, USA",NA
15472450.2017.1332524,Multiobjective plan selection optimization for traffic responsive control,Journal of Transportation Engineering
15472450.2017.1332524,Simulation of exclusive truck facilities on urban freeways,Journal of Transportation Engineering
15472450.2017.1332524,A clustering based methodology for determining the optimal roadway configuration of detectors for travel time estimation,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1332524,Actuated traffic signal optimization using evolutionary algorithms,Proceedings of the 6th European Congress and Exhibition on Intelligent Transport Systems and Services
15472450.2017.1332524,Measuring congestion: Learning from operational data,Transportation Research Record
15472450.2017.1332524,Real-time urban monitoring using cellphone: A case study in Rome,IEEE Transactions on Intelligent Transportation System
15472450.2017.1332524,Optimal speed detector density for the network with travel time information,Transportation Research: Part A
15472450.2017.1332524,Multiobjective model for locating automatic vehicle identification readers,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1332524,Vehicle reidentification and travel time measurement on congested freeways,Transportation Research Part A: Policy and Practice
15472450.2017.1332524,A fast and elitist multi-objective genetic algorithm: NSGA-II,IEEE Transactions on Evolutionary Computation
15472450.2017.1332524,Estimating dynamic roadway travel times using automatic vehicle identification data for low sampling rates,Transportation Research Part B: Methodological
15472450.2017.1332524,The optimization of traffic count locations in road networks,Transportation Research Part B: Methodological
15472450.2017.1332524,Motorway travel time prediction based on toll data and weather effect integration,IET Intelligent Transport Systems
15472450.2017.1332524,"Locating sensors on traffic networks: Models, challenges and research opportunities",Transportation Research Part C
15472450.2017.1332524,A non-dominated sorting hybrid algorithm for multi-objective optimization of engineering problems,Engineering Optimization
15472450.2017.1332524,Real-time measurement of travel time delay in work zones and evaluation metrics using bluetooth probe tracking,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1332524,Evaluation of traffic data obtained via GPS-enabled mobile phones: The mobile century field experiment,Transportation Research Part C: Emerging Technologies
15472450.2017.1332524,Placement of roadside equipment in connected vehicle environment for travel time estimation,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1332524,Determining optimal sensor locations in freeway using genetic algorithm-based optimization,Engineering Applications of Artificial Intelligence
15472450.2017.1332524,Arterial travel time estimation based on vehicle re-identification using wireless magnetic sensors,Transportation Research Part C: Emerging Technologies
15472450.2017.1332524,Multi-objective optimization of traffic signal timing for oversaturated intersection,Mathematical Problems in Engineering
15472450.2017.1332524,Estimation of the time-dependency of values of travel time and its reliability from loop detector data,Transportation Research Part B
15472450.2017.1332524,Quantifying congestion,Transportation Research Board
15472450.2017.1332524,Optimal traffic plate scanning location for od trip matrix and route estimation in road networks,Transportation Research Part B
15472450.2017.1332524,Capability-enhanced probe vehicle surveillance system with vehicle-to-vehicle communications: Framework and evaluation,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1332524,"Assessing the potential impacts of connected vehicles: Mobility, environmental and safety perspectives",Journal of Intelligent Transportation Systems
15472450.2017.1332524,Evaluation of wide-area traffic monitoring technologies for travel time studies,Journal of the Transportation Research Board
15472450.2017.1332524,South Jersey real-time motorist information system: Technology and practice,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1332524,The optimal crossover or mutation rates in genetic algorithm: A review,International Journal of Applied Engineering and Technology
15472450.2017.1332524,Accurate estimation of travel times from single-loop detectors,Transportation Research Part A
15472450.2017.1332524,Location analysis: A synthesis and survey,European Journal of Operational Research
15472450.2017.1332524,Estimation of lane-level travel times in vehicle-to-vehicle and vehicle-to-infrastructure-based traffic information system,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1332524,Frequency of probe reports and variance of travel time estimates,Journal of Transportation Engineering
15472450.2017.1332524,Discrete optimization approach for locating automatic vehicle identification readers for the provision of roadway travel times,Transportation Research Part B: Methodological
15472450.2017.1332524,Multi-objective function optimization using nondominated sorting genetic algorithms,Evolutionary Computation
15472450.2017.1332524,Multiobjective traffic signal timing optimization using non-dominated sorting genetic algorithm,Intelligent vehicles symposium
15472450.2017.1332524,Multi-objective optimization method of signal timing for the non-motorized transport at intersection,Journal of Transportation Systems Engineering and Information Technology
15472450.2017.1332524,Travel time estimation techniques for traffic information systems based on intervehicle communications,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1332524,Optimal traffic counting locations for origin-destination matrix estimation,Transportation Research Part B: Methodological
15472450.2017.1332524,Mobile traffic sensor routing in dynamic transportation systems,IEEE Transaction on Intelligent Transportation Systems
15472450.2017.1332524,Multiobjective evolutionary algorithms: A comparative case study and the strength Pareto approach,IEEE Transactions on Evolutionary Computation
15472450.2017.1332524,Performance assessment of multiobjective optimizers: An analysis and review,IEEE Transactions on Evolutionary Computation
15472450.2017.1334559,A cell transmission model with lane changing and vehicle tracking for port of entry simulations,Transportation Research Record
15472450.2017.1334559,The cell transmission model: A simple dynamic representation of highway traffic consistent with the hydrodynamic theory,Transportation Research Part B: Methodological
15472450.2017.1334559,Microscopic estimation of freeway vehicle positions from the behavior of connected vehicles,Journal of Intelligent Transportation Systems
15472450.2017.1334559,The capacity of wireless networks,IEEE Transactions on Information Theory
15472450.2017.1334559,"Vehicular networking: A survey and tutorial on requirements, architectures, challenges, standards and solutions",IEEE Transactions on Communications Surveys and Tutorials
15472450.2017.1334559,An analytical model to characterize the spatiotemporal propagation of information under vehicle-to-vehicle communications,IEEE Transactions on Intelligent Transportation System
15472450.2017.1334559,Graph-based modeling of information flow evolution and propagation under V2V communications-based advanced traveler information systems,Computer-Aided Civil and Infrastructure Engineering
15472450.2017.1334559,On kinematic waves. I: Flow movement in Long River; II: A theory of traffic flow in long crowded roads,"Proceedings of the Royal Society of London, Part A"
15472450.2017.1334559,Application of vehicle to another entity (V2X) communications for motorcycle crash avoidance,Journal of Intelligent Transportation Systems
15472450.2017.1334559,Shock waves on the highway,Operations Research
15472450.2017.1334559,Simulating the traffic effects of vehicle-to-vehicle messaging systems,Proceedings of the 5th International IEEE Conference on ITS Telecommunications
15472450.2017.1334559,Using traffic microsimulation to assess deployment strategies for the connected vehicle safety pilot,Journal of Intelligent Transportation Systems
15472450.2017.1334559,Geometric connectivity of vehicular ad hoc network: Analytical characterization,Transportation Research Part C: Emerging Technologies
15472450.2017.1334559,Modeling the process of information relay through inter-vehicle communication,Transportation Research Part B: Methodological
15472450.2017.1334559,Connected variable speed limits control and car-following control with vehicle-infrastructure communication to resolve stop-and-go waves,Journal of Intelligent Transportation Systems
15472450.2016.1194760,Arterial traffic signal optimization: A person-based approach,Transportation Research Part C: Emerging Technologies
15472450.2016.1194760,Person-based traffic responsive signal control optimization,IEEE Transactions on Intelligent Transportation Systems
15472450.2016.1194760,Traffic signal optimization with application of transit signal priority to an isolated intersection,Transportation Research Record
15472450.2016.1194760,Estimating values for traffic parameters in turning lanes,Transportation Research Record
15472450.2016.1194760,A variational formulation of kinematic waves: Basic theory and complex boundary conditions,Transportation Research Part B: Methodological
15472450.2016.1194760,On the impact of obstructions on the capacity of nearby signalised intersections,Transportmetrica B: Transport Dynamics
15472450.2016.1194760,Real-time dynamic transit signal priority optimization for coordinated traffic networks using genetic algorithms and artificial neural networks,Journal of Intelligent Transportation Systems
15472450.2016.1194760,Mitigating negative impacts of near-side bus stops on cars,Transportation Research Part B: Methodological
15472450.2016.1194760,On the impacts of bus stops near signalized intersections: Models of car and bus delays,Transportation Research Part B: Methodological
15472450.2016.1194760,Applying variational theory to travel time estimation on urban arterials,Transportation Research Part B: Methodological
15472450.2016.1194760,On kinematic waves. II. A theory of traffic flow on long crowded roads,Proceedings of the Royal Society of London. Series A. Mathematical and Physical Sciences
15472450.2016.1194760,A Dynamic programming approach for optimal signal priority control upon multiple high-frequency bus requests,Journal of Intelligent Transportation Systems
15472450.2016.1194760,Shock waves on the highway,Operations Research
15472450.2016.1194760,Real-time monitoring and control on signalized arterials,Journal of Intelligent Transportation Systems
15472450.2016.1194760,The effects of bus stop on traffic flow,International Journal of Modern Physics C
15472450.2016.1194760,Canadian capacity guide for signalized intersections,NA
15472450.2016.1194760,Road capacity at bus stops with mixed traffic flow in China,Transportation Research Record
15472450.2016.1194760,Control strategies for transit priority based on queue modeling and surrogate testing,Journal of Intelligent Transportation Systems
15472450.2016.1194760,The capacity drop caused by the combined effect of the intersection and the bus stop in a CA model,Physica A: Statistical Mechanics and Its Applications
15472450.2016.1194760,The capacity of two neighbour intersections considering the influence of the bus stop,Physica A: Statistical Mechanics and Its Applications
15472450.2016.1194760,Traffic interactions between motorized vehicles and nonmotorized vehicles near a bus stop,Journal of Transportation Engineering
15472450.2016.1194760,Measuring signalized intersection performance in real-time with traffic sensors,Journal of Intelligent Transportation Systems
15472450.2016.1198699,Impaired alertness and performance driving home from the night shift: a driving simulator study,Journal of Sleep Research
15472450.2016.1198699,Coupling instrumented vehicles and driving simulators: opportunities from the DRIVE IN2 project,"Intelligent Transportation Systems (ITSC), 2012 15th International IEEE Conference"
15472450.2016.1198699,Motorway driver behaviour: Studies on car following,Transportation Research Part F: Traffic Psychology and Behaviour
15472450.2016.1198699,Determinants of following headway in congested traffic,Transportation Research Part F: Traffic Psychology and Behaviour
15472450.2016.1198699,Vehicle-based studies of driving in the real world: The hard truth?,Accident Analysis & Prevention
15472450.2016.1198699,Older driver distraction: A naturalistic study of behaviour at intersections,Accident Analysis & Prevention
15472450.2016.1198699,Artificial neural network models for car following: Experimental analysis and calibration issues,"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations (Special Issue)"
15472450.2016.1198699,Car-following under congested conditions: empirical findings,Transportation Research Record
15472450.2016.1198699,Effects of Alzheimer's disease and mild cognitive impairment on driving ability: A controlled clinical study by simulated driving test,International Journal of Geriatric Psychiatry
15472450.2016.1198699,Life in the fast lane: Duration-based investigation of driver behavior differences across freeway lanes,Transportation Research Record
15472450.2016.1198699,"From behavioral psychology to acceleration modeling: Calibration, validation, and exploration of drivers' cognitive and safety parameters in a risk-taking environment",Transportation Research Part B: Methodological
15472450.2016.1198699,Interrupted versus uninterrupted flow: A safety propensity index for driver behavior,Accident Analysis & Prevention
15472450.2016.1198699,Modeling driver behavior as sequential risk-taking task,Transportation Research Record: Journal of the Transportation Research Board
15472450.2016.1198699,Unobtrusive in-vehicle biosignal instrumentation for advanced driver assistance and active safety,"Biomedical Engineering and Sciences (IECBES), 2010 IEEE EMBS Conference"
15472450.2016.1198699,Prospect theory: An analysis of decision under risk,Econometrica: Journal of the Econometric Society
15472450.2016.1198699,Older drivers and rapid deceleration events: Salisbury Eye Evaluation Driving Study,Accident Analysis & Prevention
15472450.2016.1198699,Empirical analysis of underlying mechanisms and variability in car-following behavior,Transportation Research Record: Journal of the Transportation Research Board
15472450.2016.1198699,The contribution of on-road studies of road user behaviour to improving road safety,Accident Analysis and Prevention
15472450.2016.1198699,Comparison of head-up display (HUD) vs. head-down display (HDD): driving performance of commercial vehicle operators in Taiwan,International Journal of Human–Computer Studies
15472450.2016.1198699,Comparison of in-vehicle auditory public traffic information with roadside dynamic message signs,Journal of Intelligent Transportation Systems: Technology Planning and Operations
15472450.2016.1198699,Estimation of driver reaction time from car-following data: Application in evaluation of general motor-type model,Transportation Research Record: Journal of the Transportation Research Board
15472450.2016.1198699,Investigation of driver-infrastructure and driver-vehicle interfaces for an intersection violation warning system,Journal of Intelligent Transportation Systems
15472450.2016.1198699,Comparative evaluation of microscopic car-following behavior,IEEE Transactions on Intelligent Transportation Systems
15472450.2016.1198699,Analysis and comparison of microscopic traffic flow models with real traffic microscopic data,Transportation Research Record
15472450.2016.1198699,Part 1: Traffic flow theory and car following: Nonstationary kalman filter for estimation of accurate and consistent car-following data,Transportation Research Record
15472450.2016.1198699,Field evaluation of safety impacts of adaptive cruise control,Journal of Intelligent Transportation Systems
15472450.2016.1198699,An on-road network analysis-based approach to studying driver situation awareness at rail level crossings,Accident Analysis & Prevention
15472450.2016.1198699,"The interaction between driving and in-vehicle information systems: Comparison of results from laboratory, simulator and real-world studies",Transportation Research Part F: Traffic Psychology and Behaviour
15472450.2016.1198699,An analysis of driving and working hour on commercial motor vehicle driver safety using naturalistic data collection,Accident Analysis & Prevention
15472450.2016.1198699,"Assessment of car-following models by driver type and under different traffic, weather conditions using data from an instrumented vehicle",Simulation Modelling Practice and Theory
15472450.2016.1198699,Eye movement and brake reactions to real world brake-capacity forward collision warnings—A naturalistic driving study,Accident Analysis & Prevention
15472450.2016.1198699,Differences in driving characteristics between normal and emergency situations and model of car-following behavior,Journal of Transportation Engineering
15472450.2016.1198699,Impact on Car Driving Performance of a Following Distance Warning System: Findings from the Australian Transport Accident Commission SafeCar Project,Journal of Intelligent Transportation Systems
15472450.2016.1198699,Distraction-induced driving error: An on-road examination of the errors made by distracted and undistracted drivers,Accident Analysis & Prevention
15472450.2016.1265890,Daily rhythms of suburban commuters movements in the tallinn metropolitan area: Case study with mobile positioning data,Transportation Research Part C: Emerging Technologies
15472450.2016.1265890,Route classification using cellular handoff patterns,Proceedings of the 13th International Conference on Ubiquitous Computing
15472450.2016.1265890,A tale of one city: Using cellular network data for urban planning,"Pervasive Computing, IEEE"
15472450.2016.1265890,"An experiment evaluating the impacts of real-time transit information on bus riders in Tampa, Florida",Transportation Research Part A: Policy and Practice
15472450.2016.1265890,,support vector machines
15472450.2016.1265890,Understanding individual mobility patterns from urban sensing data: A mobile phone trace example,Transportation Research Part C: Emerging Technologies
15472450.2016.1265890,Real-Time bus arrival information system: An empirical evaluation,Journal of Intelligent Transportation Systems
15472450.2016.1265890,A descriptive study on public transport user behaviour from live bus arrivals,2nd Conference on Sustainable Urban Mobility
15472450.2016.1265890,Dynamic at-stop real-time information displays for public transport: Effects on customers,Transportation Research Part A: Policy and Practice
15472450.2016.1265890,"New services, new travelers, old models? Directions to pioneer public transport models in the era of big data",Journal of Intelligent Transportation Systems
15472450.2016.1265890,Provision of bus real time information to all bus stop in London,Proceedings of the 19th Intelligent Transportation Systems World Congress
15472450.2016.1265890,Detecting weak public transport connections from cellphone and public transport data,Proceedings of the 2014 International Conference on Big Data Science and Computing
15472450.2016.1265890,Characterizing the human mobility pattern in a large street network,Physical Review E
15472450.2016.1265890,"Behavioral intentions of public transit passengers the roles of service quality, perceived value, satisfaction and involvement",Transport Policy
15472450.2016.1265890,Annotating mobile phone location data with activity purposes using machine learning algorithms,Expert Systems with Application
15472450.2016.1265890,Understanding intra-urban trip patterns from taxi trajectory data,Journal of Geographical Systems
15472450.2016.1265890,Mining user mobility features for next place prediction in location-based services,Proceedings of the 2012 IEEE 12th International Conference on Data Mining
15472450.2016.1265890,Mobile landscapes: Using location data from cell phones for urban analysis,Environment and Planning B: Planning and Design
15472450.2016.1265890,Does urban mobility have a daily routine? Learning from the aggregate data of mobile networks,Journal of Urban Technology
15472450.2016.1265890,Experimental study of effects of travel time distribution information on dynamic route choice behavior,Journal of Intelligent Transportation Systems
15472450.2016.1265890,Ridership effects of real-time bus information system: A case study in the city of Chicago,Transportation Research Part C: Emerging Technologies
15472450.2016.1265890,Where is my bus? Impact of mobile real-time information on the perceived and actual wait time of transit riders,Transportation Research Part A: Policy and Practice
15472450.2016.1265890,"Correlating mobile phone usage and travel behavior a case study of Harbin, china, computers",Environment and Urban Systems
15472450.2016.1265890,The nature and determinants of customer expectations of service,Journal of the academy of Marketing Science
15472450.2016.1265890,Examination of traveler responses to real-time information about bus arrivals using panel data,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1298037,Reliability of bluetooth technology for travel time estimation,Journal of Intelligent Transportation Systems
15472450.2017.1298037,Performance evaluation of traveltime estimation methods for real-time traffic applications,Journal of Intelligent Transportation Systems
15472450.2017.1298037,Travel time forecasting and dynamic od estimation in freeways based on bluetooth traffic monitoring,Transportation Research Record
15472450.2017.1298037,Impacts of sensor spacing on accurate freeway travel time estimation for traveler information,Journal of Intelligent Transportation Systems
15472450.2017.1298037,Simple traffic model for a simple problem: sizing travel time measurement devices,Transportation Research Record
15472450.2017.1298037,Matrix tools for general observability analysis in traffic networks,IEEE Transactions on Intelligent Transportation Systems
15472450.2017.1298037,"A state-of-the-art review of the sensor location, flow observability, estimation, and prediction problems in traffic networks",Journal of Sensors
15472450.2017.1298037,Trip matrix and path flow reconstruction and estimation based on plate scanning and link observations,Transportation Research B
15472450.2017.1298037,Stochasticdemand dynamic traffic model using generalized beta-gaussian bayesian network,IEEE Transactions on Intelligent Transportation Systems
15472450.2017.1298037,Observability in traffic networks.plate scanning added by counting information,Transportation
15472450.2017.1298037,Flow-based freeway travel-time estimation: a comparative evaluation within dynamic path loading,IEEE Transactions on Intelligent Transportation Systems
15472450.2017.1298037,Reconstructing freeway travel times with a simplified network flow model alternating the adopted fundamental diagram,European Journal of Operational Research
15472450.2017.1298037,Dynamic freeway travel time prediction using probe vehicle data: link-based vs path-based,Transportation Research Record
15472450.2017.1298037,Vehicle reidentification and travel time measurement in real-time on freeways using the existing loop detector infrastructure,Transportation Research Record
15472450.2017.1298037,Vehicle reidentification and travel time measurements on congested freeways,Transportation Research A
15472450.2017.1298037,Improved vehicle reidentification and travel time measurements on congested freeways,ASCE Journal of Transportation Engineering
15472450.2017.1298037,Estimating dynamic roadway travel times using automatic vehicle identification data for low sampling rates,Transportation Research B
15472450.2017.1298037,"Locating sensors on traffic networks: Models, challenges and research opportunities",Transportation research part C: emerging technologies
15472450.2017.1298037,Travel time estimation for urban road networks using low frequency probe vehicle data,Transportation Research Part B: Methodological
15472450.2017.1298037,Estimation of Arterial Travel Time from Automatic Number Plate Recognition Data,Transportation Research Record
15472450.2017.1298037,Reliable sensor deployment for network traffic surveillance,Transportation research part B: methodological
15472450.2017.1298037,Evaluation of speed-based travel time estimation models,ASCE Journal of Transportation Engineering
15472450.2017.1298037,Optimal traffic plate scanning location for od trip matrix and route estimation in road networks,Transportation Research B
15472450.2017.1298037,Location of vehicle identification sensors to monitor travel-time performance,IET Intelligent Transport Systems
15472450.2017.1298037,A computationally efficient methodology to characterize travel time reliability using the fast fourier transform,Transportation Research B
15472450.2017.1298037,Trajectory reconstruction for travel time estimation,Journal of Intelligent Transportation Systems
15472450.2017.1298037,Optimal number and location of bluetooth sensors considering stochastic travel time prediction,Transportation Research Part C: Emerging Technologies
15472450.2017.1298037,Antenna characterization for bluetooth-based travel time data collection,Journal of Intelligent Transportation Systems
15472450.2017.1298037,Travel time studies with global positioning and geographic information systems: an integrated methodology,Transportation Research C
15472450.2017.1298037,Developing travel time estimation methods using sparse gps data,Journal of Intelligent Transportation Systems
15472450.2017.1298037,Dealing with error recovery in traffic prediction using bayesian networks based on license plate scanning data,ASCE Journal of Transportation Engineering
15472450.2017.1298037,A discrete optimization approach for locating automatic vehicle identification readers for the provision of roadway travel times,Transportation Research B
15472450.2017.1298037,Requiem for freeway travel time estimation methods based on blind speed interpolations between point measurements,IEEE Transactions on Intelligent Transportation Systems
15472450.2017.1298037,Travel time measurment in closed toll highways,Transportation Research B
15472450.2017.1298037,Genetic algorithms approach to the problem of the automated vehicle identification equipment locations,Journal of Advanced Transportation
15472450.2017.1298037,Designing heterogeneous sensor networks for estimating and predicting path travel time dynamics: An information-theoretic modeling approach,Transportation Research Part B: Methodological
15472450.2017.1298037,Travel time estimation oriented freeway sensor placement problem considering sensor failure,Journal of Intelligent Transportation Systems
15472450.2017.1305271,Instance-based learning algorithms,Machine Learning
15472450.2017.1305271,Toward an optimal SVM classification system for hyperspectral remote sensing images,IEEE Transaction on Geoscience and Remote Sensing
15472450.2017.1305271,A tutorial on support vector machines for pattern recognition,Data Mining and Knowledge Discovery
15472450.2017.1305271,Feature processing and modeling for 6D motion gesture recognition,IEEE Transactions on Multimedia
15472450.2017.1305271,Daytime preceding vehicle brake light detection using monocular vision,IEEE Sensors Journal
15472450.2017.1305271,Support vector Network,Machine Learning
15472450.2017.1305271,Learning semantic scene models from observing activity in visual surveillance,"IEEE Transactions on Systems, Man, and Cybernetics—Part B: Cybernetics"
15472450.2017.1305271,Research on credit scoring model with SVM for network management,Journal of Computational Information Systems
15472450.2017.1305271,Fast binary feature selection with conditional mutual information,Journal of Machine Learning Research
15472450.2017.1305271,An assessment of support vector machines for land cover classification,International Journal of Remote Sensing
15472450.2017.1305271,Learning the distribution of object trajectories for event recognition,Image and Vision Computing
15472450.2017.1305271,Particle swarm optimization,Encyclopedia of Machine Learning
15472450.2017.1305271,"Estimating classification error rate: Repeated cross-validation, repeated hold-out and bootstrap",Computation Statistics and Data Analysis
15472450.2017.1305271,Using LIDAR to validate the performance of vehicle classification stations,Journal of Intelligent Transportation Systems
15472450.2017.1305271,Connected vehicle-based red-light running prediction for adaptive signalized intersections,Journal of Intelligent Transportation Systems
15472450.2017.1305271,Visual abnormal behavior detection based on trajectory sparse reconstruction analysis,International Conference on Image and Graphics
15472450.2017.1305271,Infinite hidden markov models forunusual-event detection in video,IEEE Transactions on Image Processing
15472450.2017.1305271,Evaluating the performance of SVM in dust aerosol discrimination and testing its ability in an extended area,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing
15472450.2017.1305271,Novelty detection: A review - part 1: statistical approaches,Signal Processing
15472450.2017.1305271,Classification of hyperspectral remote sensing images with support vector machines,IEEE Transactions on Geoscience and Remote Sensing
15472450.2017.1305271,Detection and classification of vehicles from video using multiple time-spatial images,IEEE Transactions on Intelligent Transportation Systems
15472450.2017.1305271,Investigation of driver-infrastructure and driver-vehicle interfaces for an intersection violation warning system,Journal of Intelligent Transportation Systems
15472450.2017.1305271,"Early classifications of bearing faults using hidden Markov models, Gaussian mixture models, Mel-frequency cepstral coefficients and fractals",International Journal of Innovative Computing Information and Control
15472450.2017.1305271,Intervehicle safety warning information system for unsafe driving events: Methodology and prototypical implementation,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1305271,"Feature selection based on mutual information: Criteria of max-dependency, max-relevance, and min-redundancy",IEEE Transactions on Pattern Analysis and Machine Intelligence
15472450.2017.1305271,Trajectory-based anomalous event detection,IEEE Transactions on Circuits and Systems for Video Technology
15472450.2017.1305271,On-line trajectory clustering for anomalous events detection,Pattern Recognition Letters
15472450.2017.1305271,Theoretical and empirical analysis of relief and relieff,Machine Learning
15472450.2017.1305271,Silverstein C. Measuring the safety impact of road infrastructure systems on driver behavior: Vehicle instrumentation and real world driving experiment [J],Journal of Intelligent Transportation Systems
15472450.2017.1305271,Parameter selection in particle swarm optimization,Evolutionary Programming VII Lecture Notes in Computer Science
15472450.2017.1305271,Adaptive neural network models for automatic incident detection on freeways,Neuro computing
15472450.2017.1305271,Integrated solution for anomalous driving detection based on beidou/gps/imu measurements,Transportation Research Part C Emerging Technologies
15472450.2017.1305271,An integrated solution for lane level irregular driving detection on highways [J],Transportation Research Part C Emerging Technologies
15472450.2017.1305271,Video behavior profiling for anomaly detection,IEEE Transactions on Pattern Analysis and Machine Intelligence
15472450.2017.1305271,"Data mining: Practical machine learning tools and techniques with java implementations, Morgan Kaufmann",Computer Science Working Paper
15472450.2017.1305271,Using drivers' Jerk profiles in computer vision based traffic safety evaluations,Transportation Research Record: Journal of the Transportation Research Board
15472450.2017.1369060,Efficient similarity search in sequence databases,"Proceedings of the 4th International Conference, FODO '93 Chicago"
15472450.2017.1369060,Effect of continuous positive airway pressure on the risk of road accidents in sleep apnea patients,Respiration; International Review of Thoracic Diseases
15472450.2017.1369060,Random forests,Machine learning
15472450.2017.1369060,Driver Fatigue,Human Factors
15472450.2017.1369060,Efficient time series matching by wavelets,Proceedings of the 15th International Conference on Data Engineering
15472450.2017.1369060,Differentiating alcohol-induced driving behavior using steering wheel signals,IEEE Transactions on Intelligent Transportation Systems
15472450.2017.1369060,"The 100-car naturalistic driving study, Phase II-results of the 100-car field experiment","The 100-car naturalistic driving study, Phase II-results of the 100-car field experiment"
