paper_id,abstract
15472450.2013.857197,"This article presents methods to estimate the location of a vehicle in the queue based on the vehicle's travel time traversing a signalized intersection. The methods focus on the queue discharging process, and calculate the location (in the queue) and acceleration rate of the vehicle simultaneously using kinematic equations. If such location information can be calculated for multiple sampled vehicles in a cycle, the dynamic profile of queue length of the cycle can be estimated. By using travel times, the methods can be applied to data collected via many newly emerged traffic data collection systems such as mobile sensors. The proposed methods are tested using data from simulation, a field experiment, and the Next Generation Simulation (NGSIM), and are compared with a previously developed queue length method."
15472450.2014.892380,"The absence of traffic surveillance infrastructure, in many developing countries, hinders any efforts for dealing with the daily witnessed traffic chaos. The use of the cellular phone (CP) network data for traffic data collection is a promising option for large-scale coverage, given a high CP penetration rate. This article presents a bilevel procedure for the extraction of classified vehicular traffic counts for different vehicle types, in a given roadway segment, for intercity travel. The bilevel procedure operates in an offline setting, independent from any secondary traffic surveillance system. At the first level, cellular phones on board the same vehicle are clustered using a “data swarm clustering” algorithm. At the second level, a genetic fuzzy classifier (GFC) is used for vehicles classification. The development and testing of the proposed procedure was conducted using a traffic/CP simulation platform. At the development phase, the swarm-based clustering algorithm achieved 93% clustering accuracy (vehicle count accuracy). At the second level, the fuzzy classifier successfully classified around 85% of the vehicles. The procedure was further evaluated using a microsimulation model of a major travel corridor in the Greater Cairo Region, Egypt. Superior performance was achieved, at the clustering level, with an accuracy of 97.6%. The revealed accuracy demonstrates the efficiency of the developed procedure for extracting unclassified vehicular counts from CP data. At the classification level, accuracy was reduced to 70.6 ± 11.5%. Achieved classification results are promising from a conceptual perspective. Nevertheless, further investigation is crucial for enhanced classification performance and robustness."
15472450.2014.893736,"Macroscopic traffic flow models have been widely used to provide reliable prediction inputs for active transportation and demand management (ATDM). The representative models include METANET, FREFLOW, and KRONOS. In recent development of ATDM, METANET-based prediction models have started to more attention with their convenience of formulating several important macroscopic control variables, such as speed limit and ramp flow. However, applying METANET models on real-world observations (e.g., loop detector data) may experience significant performance issues, especially when applied to a corridor with heterogeneous links. Heterogeneous links refer to adjacent links that have different macroscopic traffic flow characteristics such as free flow speed and capacity. The heterogeneity is usually caused by changes in road geometry and environment, which commonly exist in urban freeway networks. This article provides an in-depth study to investigate the error mechanism of this problem and proposes several effective methods to improve the performance of METANET model over heterogeneous links. It is found in this article that applying some dynamic formulations to the convention term of the speed equation in METANET can significantly reduce the impact of link heterogeneity issue. The proposed method was evaluated using field loop detector data collected at I-894 corridor in Milwaukee, WI."
15472450.2014.936289,"Advanced traveler information systems (ATIS) offer travelers a number of benefits, such as reduced travel time and uncertainty and improved traffic safety. The reliability of travel time provided by ATIS has an effect on the travelers’ choice of routes. However, the market for ATIS devices is a niche market, and its users may or may not follow the information and instructions provided by the system. Hence there is some information heterogeneity among travelers, which arises from the imperfect information with regard to other travelers’ preferences and types. This study applies the concept of a Bayesian game to the route choice problem when travelers are maximizing their degree of satisfaction by choosing routes. A Bayesian model is used in this work to analyze the impact of this heterogeneity on travelers’ route choices. We find that the use of ATIS exposes certain heterogeneities in traveler types and beliefs."
15472450.2014.936292,"Transit signal priority (TSP) has gained popularity in providing public transportation buses with preferential treatment at signalized intersections. Many studies have addressed its implementation in prompting enhanced public transportation service, such as reducing person delay and reducing transit travel time. However, most TSP implementations are done at the intersection level. Only a few studies have addressed the problem of integrating signal priority in coordinated real-time traffic signal control systems. A particular problem in this case is the uncertainty of predicting transit movements when considering the variability of dwell times at service stops. This study presents the development of a real-time traffic signal control integrating traffic signal timing optimization and TSP control using genetic algorithms (GA) and artificial neural networks (ANN) modeling. The GA is used to find near-optimal signal timings. Six different signal control systems were evaluated: fixed-time control with and without standard TSP, actuated signal control with and without standard TSP, real-time GA-based control without TSP, and real-time GA-based with advanced TSP logic. The standard TSP is implemented at the intersection level, by providing either early green (red truncation) or green extension strategies whenever a bus exists. A traffic signal control system that incorporates GA to optimize the fitness function and ANN for transit travel time prediction is developed. A microscopic simulation environment using VISSIM 4.3 simulation environment is used to test the previously mentioned six traffic control systems. The simulation results show that the proposed control system can reduce transit vehicle delay and improve schedule adherence. The reductions in delay and schedule adherence are statistically significant."
15472450.2014.936294,"This article presents the results of an evaluation of a candidate variable speed limit (VSL) system that takes the space mean speeds (SMSs) from probe vehicles as its main input. The presented algorithm extends the capability of a model predictive control (MPC) VSL model with the input of SMS derived from vehicle probes and their corresponding space-based densities, instead of spot-based densities and detector speeds. The developed probe-based VSL was evaluated on an 8-km stretch of Highway 2, in Calgary, Alberta, Canada, using Paramics microsimulation software. The performance of the probe-based VSL algorithm was examined under various traffic conditions and probe vehicle parameters. The findings of the probe-based VSL analysis support previous findings taking input from point detectors and showing that the efficiency of the VSL strategies was efficient only for a limited range of traffic conditions. The results of the analysis show the effectiveness of developing advanced freeway control algorithms that use the main input parameters from vehicle probes. The performance of the probe-based VSL system was also comparable to, and in some cases outperformed, the point-based detector algorithm. However, the algorithm was shown to be effective only for a high frequency of information updates and under a relatively high percentage of vehicles probe penetration percentage."
15472450.2014.941750,"Vehicle classification is an important traffic parameter for transportation planning and infrastructure management. Vehicle classification stations depend on accurate calibration and validation to yield meaningful results. Operating agencies spend millions of dollars to deploy vehicle classification stations to collect classified count data, yet very few of these stations are ever subjected to a rigorous performance evaluation to ensure that they are reporting accurate data. To date such performance monitoring has been prohibitively labor intensive and prone to human error. To address this problem we develop a classification performance monitoring system to allow operating agencies to rapidly assess the health of their classification stations on a per vehicle basis. We eliminate most of the labor demands and instead deploy a portable nonintrusive vehicle classification system (PNVCS) to classify vehicles, concurrent with an existing classification station. This article uses a LIDAR-based PNVCS but our approach is compatible with many other PNVCSs. The processing requires several intermediate steps, developed herein, including synchronizing the independent clocks and matching observations of a given vehicle between the two classification systems. The performance monitoring methodology automatically compares the vehicle classification between the existing classification station and the PNVCS for each vehicle. If the two classification systems agree, the given vehicle is automatically taken as a success. A human only looks at the vehicle when the two systems disagree, and for this task we have developed tools to semi-automate the manual validation process, greatly increasing the efficiency and accuracy of the human user. Thus, the PNVCS must be accurate enough to be used as a baseline, as verified herein. The methodology is applied to over 21,000 vehicles from several permanent and temporary vehicle classification stations to evaluate the performance of axle and length-based classification stations. The automated process does the bulk of the work, with only 8% of the vehicles requiring manual intervention. The user typically spent 3–5 seconds per vehicle reviewed, translating into only a few minutes to process the exceptions from all lanes over 1 hour of data. This approach offers a cost-effective solution to ensure that classification stations are providing accurate data, and for permanent classification stations the additional labor is a fraction of the cost to deploy the station in the first place."
15472450.2014.972762,"Our road and highway system has become a source of multiple types of “big data.” One such type of data is travel time data obtained from vehicle reidentification systems, a type that is increasingly available due to the implementation of existing and relatively new technologies such as license-plate recognition and Bluetooth-based wireless vehicle identification. Travel time data obtained in real time from such systems are used to update estimated travel times displayed on variable message signs, and research has also been conducted that utilizes travel time data as inputs to incident detection algorithms. Implementation of such systems and prior research has primarily focused on freeways and other free-flowing roads. However, such systems for travel time data collection are also being implemented on arterials. In this research an incident detection procedure that utilizes point-to-point travel time data obtained from an arterial vehicle reidentification system is developed and evaluated. Historical travel time data provided by a Bluetooth-based travel time data collection system and reported incident data are utilized to evaluate the procedure. The results show that the procedure provides a good balance of detection and false alarm rates."
15472450.2014.989718,"Variable speed limit (VSL) systems have been more widely implemented in Europe compared to the United States. Studies have demonstrated positive safety impacts of such systems; however, there are very few studies that used actual deployment data to investigate the operational benefits of VSL systems. This article presents the operational impacts of a VSL deployment on Interstate 270 in the state of Missouri in the United States. Techniques such as parametric curve fitting, nonparametric methods, and other statistical tests were used to identify the changes between before and after traffic conditions. The effect of VSL on traffic performance was investigated at eight heavily congested locations. The two-dimensional Kolmogorov–Smirnov test results indicated that flow–occupancy diagram changes were statistically significant at seven out of eight locations. The slopes of flow–occupancy plots for over critical occupancies were found to be steeper after VSL. Slight changes in critical occupancy were observed after VSL implementation. However, the changes were inconsistent across locations, with some witnessing an increase and others witnessing a decrease. The maximum flow prior to breakdown (the prebreakdown flow) decreased at four locations and increased at four locations after VSL. The maximum flow after breakdown (the postbreakdown flow) decreased at three locations and increased at five locations after VSL. The average daily duration of congestion decreased at five locations and increased at three locations after VSL. Findings of this study help to develop VSL control algorithms that are more efficient in improving VSL traffic operations benefits."
15472450.2014.995760,"In many cities, taxis equipped with global positioning system (GPS) devices are used as probe vehicles. However, there are cases when the data from such taxis are not suitable for use as traffic information because of long data polling intervals. There are also developing countries in which taxis are not equipped with GPS devices. In such cases, a probe vehicle system has to be established by allocating probe vehicle devices to taxi dispatch centers (TDCs). In this study, the authors analyze the efficient allocation of such probe vehicle devices to TDCs under the cost constraint and the assumption of independent link travel times, adopting a definition of efficiency based on the loss to travel time information users resulting from information errors. The travel time information obtained using a probe vehicle system is the sample mean of a statistical distribution and should be treated as a statistical variable. Thus, the information error, which leads to losses to information users, is also a statistical variable. The allocation problem minimizes such losses. The results from a case study show that the loss to information users changes with the time of day and among different city areas. It is also shown that probe devices should be evenly allocated among TDCs. If either the number of probe devices or the data collection period is limited, more probe devices should be allocated to the central urban area where the traffic is heavier."
15472450.2014.1000456,"Traffic speed estimation is a fundamental task for traffic management centers and a critical element of intelligent transportation systems. For this purpose, various sensors are used to collect traffic speed information. The cellular probe system is gaining market penetration and becomes a newly effective and practical traffic speed measurement technique. In this article, the handoff system, one type of cellular probe technology, is used for speed detection. However, the handoff coverage size is usually variable and consecutive handoff points are usually far apart on a freeway. To improve the accuracy of speed estimation, this article proposes a travel-time-based method to aggregate the estimation results of the cellular probe system and loop detectors. For the purpose of a rigorous analysis, data are generated from microscopic simulation models of virtual one-direction freeway segments under various traffic conditions. Thus, the correlations between estimation accuracy and handoff distance, traffic condition, and the number of loop detectors are evaluated and analyzed. The results show that best performance is achieved with the shortest handoff distance. The aggregation of estimated speeds from cellular probe system and loop detectors can improve the speed estimation accuracy by taking advantage of each sensor if the space of loop detectors is more than 500 m. Also, an increasing number of loop detectors will improve the accuracy. Furthermore, the improvement of integration accuracy is much better under free flow conditions than under congested conditions."
15472450.2014.889935,"This research identifies the advantage of connected vehicle environment in cyber-transportation systems (CTS) and proposes control strategies that can yield benefits from system and user perspectives. Particularly, the focus is to minimize the total stopped delay at signalized intersections for the entire trip of a user. Further, we define and assess the notion of fairness from the user perspective. We develop and implement a vehicle-to-infrastructure (V2I)-based signal controller within the framework of CTS. The test results from a network containing 15 signalized intersections show that the proposed fair queuing (FQ) algorithm performs better than the fixed control and real-time adaptive control in terms of both efficiency (system travel time) and fairness (minimizing the difference between maximum and mean intersection delay) across users."
15472450.2014.889918,"Since the introduction of the vehicle infrastructure integration (VII) and connected vehicle (CV) initiatives in the United States, numerous in-vehicle technologies based on wireless communications are currently being deployed. One of these technologies is cooperative adaptive cruise control (CACC) systems, which provide better connectivity, safety, and mobility by allowing vehicles to travel in denser platoons through vehicle-to-vehicle (V2V) communication. Accordingly, the research presented in this article develops a simulation/optimization tool that optimizes the movement of CACC-equipped vehicles as a replacement for traditional intersection control. This system, which is named iCACC, assumes that the intersection controller receives vehicle requests to travel through an intersection and advises each vehicle on the optimum course of action ensuring no crashes occur while at the same time minimizing the intersection delay. Four intersection control scenarios are compared, namely: a traffic signal, an all-way stop control (AWSC), a roundabout, and the iCACC controller. The results show that the proposed iCACC system significantly reduces the average intersection delay and fuel consumption level by 90 and 45%, respectively. Additionally, the article investigates the impact of vehicle dynamics, weather conditions, and level of market penetration of equipped vehicles on the future of automated vehicle control."
15472450.2014.889916,"Driving on highways and arterial roadways involves vehicle acceleration, braking, cruising, coasting, and idling episodes. As the vehicle speed deviates from its “fuel optimum speed,” additional fuel is consumed, thus reducing the vehicle fuel efficiency. The research presented in this article develops a connected vehicle application entitled Eco-Cooperative Adaptive Cruise Control (ECACC) that uses infrastructure-to-vehicle (I2V) communication to receive signal phasing and timing (SPaT) data, predict future constraints on a vehicle's trajectory, and optimize its trajectory to minimize the vehicle's fuel consumption level. The trajectory optimization is made using a moving horizon dynamic programming (DP) approach. A modified A-star algorithm is developed to enhance the computational efficiency of the DP for use in real-time implementations. The model is calibrated and tested on 30 top-sold vehicles in the United States and is demonstrated to provide fuel savings within the vicinity of signalized intersections in the range of 5 to 30%."
15472450.2014.889926,"Given the current connected vehicles program in the United States, as well as other similar initiatives in vehicular networking, it is highly likely that vehicles will soon wirelessly transmit status data, such as speed and position, to nearby vehicles and infrastructure. This will drastically impact the way traffic is managed, allowing for more responsive traffic signals, better traffic information, and more accurate travel time prediction. Research suggests that to begin experiencing these benefits, at least 20% of vehicles must communicate, with benefits increasing with higher penetration rates. Because of bandwidth limitations and a possible slow deployment of the technology, only a portion of vehicles on the roadway will participate initially. Fortunately, the behavior of these communicating vehicles may be used to estimate the locations of nearby noncommunicating vehicles, thereby artificially augmenting the penetration rate and producing greater benefits. We propose an algorithm to predict the locations of individual noncommunicating vehicles based on the behaviors of nearby communicating vehicles by comparing a communicating vehicle's acceleration with its expected acceleration as predicted by a car-following model. Based on analysis from field data, the algorithm is able to predict the locations of 30% of vehicles with 9-m accuracy in the same lane, with only 10% of vehicles communicating. Similar improvements were found at other initial penetration rates of less than 80%. Because the algorithm relies on vehicle interactions, estimates were accurate only during or downstream of congestion. The proposed algorithm was merged with an existing ramp metering algorithm and was able to significantly improve its performance at low connected vehicle penetration rates and maintain performance at high penetration rates."
15472450.2014.889924,"Research efforts focused on the connected vehicle (CV) technology applications typically assume perfect communications among the vehicles and between the vehicles and the roadside equipment. However, a few studies, including this one, pointed out that the wireless communications experience packet drops, which might lead to a serious downgrade of the safety critical CV applications. Thus, the wireless communication simulators used to emulate the communications performance need to be properly calibrated to replicate the real-world vehicular communication environments. This study calibrated an NCTUns simulator for the dedicated short range communications (DSRC) of CV technology using the DSRC field test data executed on an instrumented intersection at the Turner–Fairbank Highway Research Center. Physical layer parameters (e.g., data rate and transmission power) as well as channel models are calibrated. The calibration applied a Latin hypercube sampling technique to generate multiple combinations of parameter sets. The calibrated NCTUns simulator produced much more realistic outputs than the uncalibrated one. Then a signalized intersection was simulated in a case study to further investigate the packet drops of DSRC-based CV communications. The results indicated that there were significant packet drops, requiring further research before implementing safety critical CV applications."
15472450.2014.889941,"The Connected Vehicle Safety Pilot Model Deployment is a major test of safety applications that are based on vehicle-to-vehicle (V2V) and vehicle-to-infrastructure (V2I) dedicated short range communications (DSRC). Approximately 3000 vehicles in a mid-sized city (Ann Arbor, MI) will be equipped with devices in order to assess safety benefits in a naturalistic environment. To ensure that sufficient data are collected, participants will be chosen so that their vehicles will interact frequently with each other and with the roadside equipment. Since the 3000 vehicles are a small fraction of all vehicles in the city, choosing a deployment strategy requires careful analysis of the network and traffic flows. This research describes the development of a regional traffic microsimulation model that was used to estimate the number and spatial/temporal locations of V2V interactions under various deployment strategies. Steps taken to develop the model included the following: (a) converted the existing network planning model for the Ann Arbor area to a regional microsimulation model, (b) developed a method to identify the numbers, origins, and destinations of trips using equipped vehicles, and (c) developed postprocessing code to track all equipped vehicles from the second-by-second microsimulation vehicle snapshot data and to identify interactions between equipped vehicles. This interaction information was integrated with available Integrated Vehicle-Based Safety Systems (IVBSS) data to estimate the potential number of conflicts among equipped vehicles. The resulting model was used to assess various safety deployment scenarios in a field operational test."
15472450.2014.889920,"This article first develops an integrated traffic-driving-networking simulator (ITDNS) intended for the design and evaluation of cyber transportation systems (CTS) and connected vehicle (CV) applications. The ITDNS allows a human driver to control a subject vehicle, in a virtual environment, that is capable of communicating with other vehicles and the infrastructure with CTS messages. The challenges associated with the integration of the three simulators, and how those challenges were overcome, are discussed. As an application example, an eco-signal system, which recommends the approach speed for vehicles approaching the intersection so as to minimize fuel consumption and emissions, was implemented in the ITDNS. Test drivers were then asked to virtually drive through a signalized corridor twice, one time with the eco-signal system in place and another without the system. Thanks to the human-in-the-loop component of ITDNS, the research was able to evaluate the likely benefits of the eco-signal system, while accounting for the response of human drivers to the recommended speed profiles. Moreover, the study compared the energy consumption and emission production rates of human-controlled vehicles’ approach trajectories to the rates associated with “idealistic” trajectories that may be attainable via vehicle automation. With respect to ITDNS, the study demonstrates the unique advantages of the simulator and the broad range of applications it can address. Regarding the eco-signal application example, preliminary results demonstrate the potential of the concept to result in tangible reductions of around 9% for energy consumption, 18% for carbon monoxide, and 25% for nitrogen oxides emissions. Moreover, the application eliminated hard accelerations and decelerations maneuvers, and thus may have an additional positive safety impact."
15472450.2014.889932,"We consider the problem of collaborative driving systems in which the vehicles share sensor information and make joint decisions on vehicle control. Such a system involves vehicular control, communications links, and environment sensing. We propose a multiple stack architecture that is based on the nature of collaborative driving systems. The architecture facilitates the design, implementation, verification, and testing of a collaborative driving protocol. The advantage of using absolute time in a distributed system is also demonstrated. Specifically, we propose a merge protocol that assists a driver in merging with other vehicles based on the proposed architecture. We create a lock protocol and specify it as an extended finite state machine as a subroutine of the merge protocol. Absolute time simplifies a deadlock-free lock protocol. The lock protocol is verified using probabilistic verification."
15472450.2014.1000455,"Truck probe data collected by global positioning system (GPS) devices has gained increased attention as a source of truck mobility data, including measuring truck travel time reliability. Most reliability studies that apply GPS data are based on travel time observations retrieved from GPS data. The major challenges to using GPS data are small, nonrandom observation sets and low reading frequency. In contrast, using GPS spot speed (instantaneous speed recorded by GPS devices) directly can address these concerns. However, a recently introduced GPS spot-speed-based reliability metric that uses speed distribution does not provide a numerical value that would allow for a quantitative evaluation. In light of this, the research described in this article improves the current GPS spot speed distribution-based reliability approach by calculating the speed distribution coefficient of variation. An empirical investigation of truck travel time reliability on Interstate 5 in Seattle, WA, is performed. In addition, correlations are provided between the improved approach and a number of commonly used reliability measures. The reliability measures are not highly correlated, demonstrating that different measures provide different conclusions for the same underlying data and traffic conditions. The advantages and disadvantages of each measure are discussed and recommendations of the appropriate measures for different applications are presented."
15472450.2014.1001027,"Handoff-based cellular probe technologies have been proven to be a cost-effective solution for traffic surveillance due to their low cost, large sample size, and intensive spatial coverage. At the same time, the development of reliable simulation tools that can be used to conduct a feasibility study, performance evaluation, and estimation model testing for cellular probe technologies, especially in the arterial environment, is still limited. In this study, by simulating the real-world signal delaying and wireless signal communication protocols, we establish a simulation platform for evaluating cellular probe system. The simulation platform eliminates unrealistic assumption on static and regular cell boundaries in the existing simulation tools and can provide simulation results similar to field observations. Based on the platform, we compared the performance of cellular probe system under both freeway and arterial environment. We analyzed the impact of traffic conditions, the duration of cellphone calls, and penetration rate on the handoff efficiency, handoff link speed error, and information-disseminating link speed estimation error. In addition, we also provide a detailed evaluation of the accuracy of the intersection delay estimation and the potential error sources and mechanism. The results show that the handoff-based cellular probe technologies attain good performance in traffic monitoring and the proposed simulation platform can reflect the real-world condition on an acceptable level."
15472450.2015.1004063,"Road vehicle detection and, to a lesser extent, classification have received considerable attention, in particular for the purpose of traffic monitoring by transportation authorities. A multitude of sensors and systems have been developed to assist people in traffic monitoring. Camera-based systems have enjoyed wide adoption over the last decade, partially substituting for more traditional techniques. Methods based on road-pavement vibration are not as common as camera-based systems. However, vibration sensors may be of interest when sensors must be out of sight and insensitive to environmental conditions, such as fog. We present and discuss our work on detection and classification of vehicles by measurement of road-pavement vibration and by means of supervised machine learning. We describe the entire processing chain from sensor data acquisition to vehicle classification and discuss our results for the task of vehicle detection and the task of vehicle classification separately. Using data for a single vibration sensor, our results show a performance ranging between 94% and near 100% for the detection task (1340 samples) and between 43% and 86% for the classification task (experiment specific, between 454 and 1243 samples)."
15472450.2015.1011638,"The provision of real-time information concerning bus arrival times could potentially reduce the uncertainty associated with public transport trips and improve the overall level of service. In addition, real-time predictions might enable operators to apply proactive control strategies. Even though considerable research efforts were devoted to the development of bus arrival prediction schemes, there is a lack of knowledge on the performance of real-world operational systems. This article aims to investigate the performance of a commonly deployed real-time information generation scheme. A conventionally used scheme is implemented and evaluated based on an empirical analysis. Performance metrics concerning the prediction error accuracy and reliability and their impact on expected waiting time were formulated from both passengers’ and operators’ perspectives. The real-time information generator was applied on the trunk line network in Stockholm, Sweden. The accuracy and reliability of the prediction scheme was analyzed by comparing the generated predictions against vehicle positioning data. This scheme was found to systematically underestimate the remaining waiting time by 6.2% on average. The provision of real-time information yields a waiting time estimate that is more than twice as close to the actual waiting times than the timetable. This difference in waiting time expectations is equivalent to 30% of the average waiting time."
15472450.2015.1015721,"Traffic volume data have been collected and used for various purposes in some aspects of intelligent transportation systems (ITS) applications. However, the unavoidable detector malfunction can cause data to be missing. It is often necessary to develop an effective approach to recover the missing data. In most previous methods, temporal correlation is explored to reconstruct missing traffic volume. In this article, a new missing traffic volume estimation approach based on tensor completion is proposed by exploring traffic spatial–temporal information. The tensor model is utilized to represent traffic volume, which allows for exploring the multicorrelation of traffic volume in spatial and temporal information simultaneously. In order to estimate the missing traffic volume represented by the tensor model, a novel tensor completion algorithm, called low multilinear rank tensor completion, is proposed to reconstruct the missing entries. The proposed approach is evaluated on the PeMS database. Experimental results demonstrate that the proposed method is more effective than the state-of-art methods, especially when the ratio of missing data is high."
15472450.2015.1015847,"Driving road identification is the key issue of a vehicle navigation system that supports various services of intelligent transportation systems. The method for driving road identification is also known as map matching (MM). In spite of the development of MM algorithms, limitations still exist in obtaining the positioning data and preparing candidate roads (CRs) that may result in mismatches in some special difficult road configurations such as flyovers and parallel roads. To overcome the limitations, an integrated trajectory-based MM (tbMM) system is proposed based on the trajectory similarity evaluation method. The system can fuse the information from global positioning systems (GPS) and inertial sensors to generate the vehicle trajectory that represents the vehicle continuous movement in three dimensions. The elevation data of vehicle and roads are involved to enhance the trajectory-based matching process. Also the method employs an optimized mechanism for generating and maintaining CRs. Using the mechanism, separated road segments in a digital map are reorganized in the form of possible driving roads and the topology among them is guaranteed. Moreover, the CRs are obtained considering all the possibilities in determining the driving road so that the valuable historical information can be effectively reserved to provide more reliable matches in ambiguous situations. The tbMM system was evaluated using a number of real-world vehicle-level test datasets in urban areas in Beijing. Also a comparison test was performed to evaluate the driving road identification accuracy against existing MM algorithms. The results show that the tbMM system can provide reliable matches with about 99% accuracy in all the difficult scenarios and outperforms the existing algorithms."
15472450.2015.1016023,"Cooperative adaptive cruise control (CACC) systems are a candidate to improve highway capacity by shortening headways and attenuating traffic disturbances. Although encouraging results have been obtained until now, a wide range of traffic circumstances has to be investigated in order to get reliable CACC systems driving on real roads. Among them, handling both vehicle-to-vehicle (V2V) communications-equipped and unequipped vehicles merging into the string of CACC vehicles is a commonly mentioned challenge. In this article, an algorithm for managing the transitions in response to cut-ins from V2V- or non-V2V-equipped vehicles is developed and tested using a string of four CACC vehicles. A CACC controller is implemented in four production Infiniti M56s vehicles and tested in real traffic, where non-V2V-equipped vehicles can cut in. The effects of a vehicle performing a cut-out are also investigated. Then responses to cut-ins by equipped and nonequipped vehicles are simulated for longer strings of vehicles using car-following models for both the production adaptive cruise control (ACC) system and the newly developed CACC controller. Results demonstrate that the CACC system is able to handle cut-in vehicles without causing major perturbations, while also reducing significantly the impact of this maneuver on the following vehicles, improving traffic flow."
15472450.2015.1037955,"A methodological framework for multiple steps ahead parking availability prediction is presented. Two different types of predictions are provided: the probability of a free space to continue being free in subsequent time intervals, and the short-term parking occupancy prediction in selected regions of an urban road network. The available data come from a wide network of on-street parking sensors in the “smart” city of Santander, Spain. The sensor network is segmented in four different regions, and then survival and neural network models are developed for each region separately. Findings show that the Weibull parametric models best describe the probability of a parking space to continue to be free in the forthcoming time intervals. Moreover, simple genetically optimized multilayer perceptrons accurately predict region parking occupancy rates up to 30 minutes in the future by exploiting 1-minute data. Finally, the real time, Web-based, implementation of the proposed parking prediction availability system is presented."
15472450.2016.1147813,"Short-term traffic flow forecasting is a critical function in advanced traffic management systems (ATMS) and advanced traveler information systems (ATIS). Accurate forecasting results are useful to indicate future traffic conditions and assist traffic managers in seeking solutions to congestion problems on urban freeways and surface streets. There is new research interest in short-term traffic flow forecasting due to recent developments in intelligent transportation systems (ITS) technologies. Previous research involves technologies in multiple areas, and a significant number of forecasting methods exist in the literature. However, most studies used univariate forecasting methods, and they have limited forecasting abilities when part of the data is missing or erroneous. While the historical average (HA) method is often applied to deal with this issue, the forecasting accuracy cannot be guaranteed. This article makes use of the spatial relationship of traffic flow at nearby locations and builds up two multivariate forecasting approaches: the vector autoregression (VAR) and the general regression neural network (GRNN) based forecasting models. Traffic data collected from U.S. Highway 290 in Houston, TX, were used to test the model performance. Comparison of performances of the three models (HA, VAR, and GRNN) in different missing ratios and forecasting time intervals indicates that the accuracy of the VAR model is more sensitive to the missing ratio, while on average the GRNN model gives more robust and accurate forecasting with missing data, particularly when the missing data ratio is high."
15472450.2015.1052906,"The problem of mode-specific travel time estimation is mostly relevant to arterials with different travel modes, including cars, buses, cyclists, and pedestrians. Traditional travel time measurement systems such as automated number plate recognition (ANPR) cameras detect only motor vehicles and provide an estimate of their travel times. Bluetooth technology has been used as an alternative to more expensive ANPR for travel time measurements in the recent past. However, Bluetooth-sensors detect discoverable electronic devices used by all travel modes. Bluetooth-based systems currently use the time stamp of device detection events by two sensors to estimate the travel time, and there is no direct way to estimate mode-specific travel times using this approach. Hence, estimating travel time using Bluetooth technology on urban arterials without classifying the modes of detected devices could provide a biased estimate. A novel method to estimate mode-specific travel times using Bluetooth technology that is capable of estimating mode-specific travel times, specifically distinguishing between the travel time of motor vehicles and bicycles, is presented in this article. The proposed method uses information about type of detected device (class of device, CoD) and radio signal strength indication (RSSI). The proposed method also uses the travel time of the detected device and its detection pattern across the road network by multiple Bluetooth sensors to estimate the travel mode of each detected device. The accuracy of the proposed method was evaluated against the ground truth obtained by manual transcription of traffic video recordings, and was compared against travel times obtained from ANPR, a commercially deployed Bluetooth-based method, and a clustering method. The results show that the proposed method provides travel time estimates using Bluetooth with almost the same level of accuracy as ANPR under mixed traffic conditions."
15472450.2015.1062728,"The connected vehicle is a rapidly emerging paradigm aimed at deploying and developing a fully connected transportation system that enables data exchange among vehicles, infrastructure, and mobile devices to improve mobility, enhance safety, and reduce the adverse environmental impacts of the transportation systems. This study focuses on micromodeling and quantitatively assessing the potential impacts of the connected vehicle (CV) on mobility, safety, and the environment. To assess the benefits of CVs, a modeling framework is developed based on traffic microsimulation for a real network located in the city of Toronto, Canada, to mimic communication between enabled vehicles. In this study, we examine the effects of providing real-time routing guidance and advisory warning messages to CVs. In addition, to take into account the rerouting in nonconnected vehicles (non-CVs) in response to varying sources of information such as apps, global positioning systems (GPS), variable message signs (VMS), or simply seeing the traffic back up, the impact of fraction of non-CV vehicles was also considered and evaluated. Therefore, vehicles in this model are divided into; uninformed/unfamiliar not connected (non-CV), informed/familiar but not connected (non-CV) that get updates infrequently every 5 minutes or so (non-CV), and connected vehicles that receive information more frequently (CV). The results demonstrate the potential of connected vehicles to improve mobility, enhance safety, and reduce greenhouse gas emissions (GHGs) at the network-wide level. The results also show quantitatively how the market penetration of connected vehicles proportionally affects the performance of the traffic network. While the presented results are pertinent to the specifics of the road network modeled and cannot be generalized, the quantitative figures provide researchers and practitioners with ideas of what to expect from vehicle connectivity concerning mobility, safety, and environmental improvements."
