paper_id,doi,title,year,startpp,endpp,cited,issue_no,pdf_url,paper_type,title_pro,abstract,abstract_pro
15472450.2018.1560280,10.1080/15472450.2018.1560280,Kinematics-enabled lossless compression of freeway and arterial vehicle trajectories,2019,452,476,0,2019-23-5,https://www.tandfonline.com/doi/full/10.1080/15472450.2018.1560280,regular,kinematics enabled lossless compression of freeway and arterial vehicle trajectories,"This paper shows how embedded instantaneous kinematic information from files of vehicle trajectories can be exploited to better enable data compression algorithms for typical files containing all such trajectories from a roadway segment over some period of time. Such files typically contain other relevant information, such as vehicle class, lane number, and so on, and effective ways of compressing these variables are demonstrated as well. The test files are taken from the Next Generation Simulation project, as those files are to date the de facto standard for large trajectory repositories suitable for studying traffic flow theory. The advent of connected vehicles suggests that the data collection, storage, and hence, compression needs in this arena will continue to grow. We develop compression algorithms that exploit collective vehicle kinematics of the first and second order to enable greater compression ratios. Using the context-free .zip and .7z compression routines as baselines, we compare three schemes. The first scheme treats each column independently and does not recognize any variables as kinematic and produces compression gains approaching 2:1. The second scheme also compresses each column independently, but recognizes that some of them contain kinematic variables, and hence relationships along the rows, resulting in gains of around 4:1. Finally, the scheme that uses all of this information, plus kinematic correlations across columns, produces gains on the order of 5:1.",this paper shows how embedded instantaneous kinematic information from files of vehicle trajectories can be exploited to better enable data compression algorithms for typical files containing all such trajectories from a roadway segment over some period of time such files typically contain other relevant information such as vehicle class lane number and so on and effective ways of compressing these variables are demonstrated as well the test files are taken from the next generation simulation project as those files are to date the de facto standard for large trajectory repositories suitable for studying traffic flow theory the advent of connected vehicles suggests that the data collection storage and hence compression needs in this arena will continue to grow we develop compression algorithms that exploit collective vehicle kinematics of the first and second order to enable greater compression ratios using the contextfree zip and z compression routines as baselines we compare three schemes the first scheme treats each column independently and does not recognize any variables as kinematic and produces compression gains approaching  the second scheme also compresses each column independently but recognizes that some of them contain kinematic variables and hence relationships along the rows resulting in gains of around  finally the scheme that uses all of this information plus kinematic correlations across columns produces gains on the order of 
15472450.2018.1562348,10.1080/15472450.2018.1562348,Optimization based controlled evacuation,2019,477,498,2,2019-23-5,https://www.tandfonline.com/doi/full/10.1080/15472450.2018.1562348,regular,optimization based controlled evacuation,"Using the conservation of mass concept, a novel controlled flow methodology based on a linear programing problem is developed for computing the optimal flow rates for a multi-exit evacuation network. In an emergency situation, the controlled flow design is able to track the values of the walkway density, the number of occupants in nodes and thus assures that the flow from adjacent sources to the source walkways is at their maximum level. Using the DTSP hall room of Universiti Sains Malaysia as a multi-exit network, a simulation of the flow shows that the source walkways are blocked when there is an uncontrolled flow. Hence, very few occupants can make their way into the intermediate walkways and exits. For the controlled flow, the values of occupant density in the source and intermediate walkways gradually approach the critical density, ensuring a maximum flow. The developed methodology is useful for the architects and disaster management authorities who are concerned with the evacuation of building facilities and can be used as a paradigm for future studies.",using the conservation of mass concept a novel controlled flow methodology based on a linear programing problem is developed for computing the optimal flow rates for a multiexit evacuation network in an emergency situation the controlled flow design is able to track the values of the walkway density the number of occupants in nodes and thus assures that the flow from adjacent sources to the source walkways is at their maximum level using the dtsp hall room of universiti sains malaysia as a multiexit network a simulation of the flow shows that the source walkways are blocked when there is an uncontrolled flow hence very few occupants can make their way into the intermediate walkways and exits for the controlled flow the values of occupant density in the source and intermediate walkways gradually approach the critical density ensuring a maximum flow the developed methodology is useful for the architects and disaster management authorities who are concerned with the evacuation of building facilities and can be used as a paradigm for future studies
15472450.2018.1563864,10.1080/15472450.2018.1563864,Empirical evaluation of real-time traffic information for in-vehicle navigation and the variable speed limit system,2019,499,512,2,2019-23-5,https://www.tandfonline.com/doi/full/10.1080/15472450.2018.1563864,regular,empirical evaluation of real time traffic information for in vehicle navigation and the variable speed limit system,"Advanced traveler information systems (ATIS) present traffic information to travelers to assist them in planning their journeys and also provide guidance when on the road. Providing travelers with information affects travel behavior and can result in improved performance and reduced congestion and emissions. However, the success of ATIS depends on, among other factors, whether drivers consider it useful and their particular responses to the provided information. There are, currently, many sources and market players in the traffic information industry producing traffic reports for consumers. The main objective of this paper was to examine whether traffic information provided from different sources are consistent with one other. A variable speed limit system and real-time traffic information system for in-vehicle navigation systems are used as a case study. This comparative analysis was made by superimposing the space-time regions of ground truth measured traffic conditions (“reality”) over the space-time regions of the reported information broadcasts. A predictive buffer was also introduced in the assessment. The predictive buffer was included to account for traffic information which could be considered as advance warning messages or correctly predicting and giving congestion information prior to the onset of actual congestion, which otherwise may have been reported as false alarms. This was motivated by the fact that optimal control approaches include the prediction of congestion in their control strategies. The methods developed in this research work have been applied to a real world problem to prove its applicability.",advanced traveler information systems  present traffic information to travelers to assist them in planning their journeys and also provide guidance when on the road providing travelers with information affects travel behavior and can result in improved performance and reduced congestion and emissions however the success of atis depends on among other factors whether drivers consider it useful and their particular responses to the provided information there are currently many sources and market players in the traffic information industry producing traffic reports for consumers the main objective of this paper was to examine whether traffic information provided from different sources are consistent with one other a variable speed limit system and realtime traffic information system for invehicle navigation systems are used as a case study this comparative analysis was made by superimposing the spacetime regions of ground truth measured traffic conditions  over the spacetime regions of the reported information broadcasts a predictive buffer was also introduced in the assessment the predictive buffer was included to account for traffic information which could be considered as advance warning messages or correctly predicting and giving congestion information prior to the onset of actual congestion which otherwise may have been reported as false alarms this was motivated by the fact that optimal control approaches include the prediction of congestion in their control strategies the methods developed in this research work have been applied to a real world problem to prove its applicability
15472450.2019.1578565,10.1080/15472450.2019.1578565,Double-layer speed optimization for reducing fuel consumption with vehicle-to-infrastructure communication,2019,513,524,3,2019-23-5,https://www.tandfonline.com/doi/full/10.1080/15472450.2019.1578565,regular,double layer speed optimization for reducing fuel consumption with vehicle to infrastructure communication,"Speed profiles affect fuel economy tremendously, especially, when vehicles running on an urban road with numerous signalized intersections. To improve fuel economy, in this study, we propose a double-layer speed optimization method with real-time computation that considers traffic signal information collected via vehicle-to-infrastructure communication and traffic conditions. In the first layer, we use a Dijkstra algorithm to optimize the average eco-speed between adjacent intersections with full-horizon traffic signal information, and in the second layer, we use an optimal control method to plan a real-time speed profile with average speed constraints. We conduct numerous field tests using a test bed and an experimental vehicle platform. The test results demonstrate that by computing optimal solutions in real time, the proposed double-layer speed optimization method has the potential to improve fuel economy and decrease trip time.",speed profiles affect fuel economy tremendously especially when vehicles running on an urban road with numerous signalized intersections to improve fuel economy in this study we propose a doublelayer speed optimization method with realtime computation that considers traffic signal information collected via vehicletoinfrastructure communication and traffic conditions in the first layer we use a dijkstra algorithm to optimize the average ecospeed between adjacent intersections with fullhorizon traffic signal information and in the second layer we use an optimal control method to plan a realtime speed profile with average speed constraints we conduct numerous field tests using a test bed and an experimental vehicle platform the test results demonstrate that by computing optimal solutions in real time the proposed doublelayer speed optimization method has the potential to improve fuel economy and decrease trip time
15472450.2018.1476147,10.1080/15472450.2018.1476147,Freeway traffic state estimation: A Lagrangian-space Kalman filter approach,2019,525,540,0,2019-23-6,https://www.tandfonline.com/doi/full/10.1080/15472450.2018.1476147,regular,freeway traffic state estimation  a lagrangian space kalman filter approach,"Recent researches have shown the potential benefits of using Lagrangian coordinates in modeling mobile sensor data such as GPS, Bluetooth, Wi-Fi, and cellphone probe data. Research shows the numerical accuracy and convenience of Lagrangian traffic flow models in traffic state estimation. In this paper, a new traffic state estimation model by using Lagrangian-space Kalman filter is proposed based on the travel time transition model (TTM). The proposed methodology reformulates the TTM model into a state-space form to fit the Kalman filter framework. The corresponding state-updating matrices for various traffic conditions are also provided. A numerical experiment is conducted based on a simulation model calibrated with the field loop detector data on IH-894 in Milwaukee, Wisconsin for model evaluation. The proposed TTM-based method is compared with a CTM-based Kalman filter estimator on Eulerian coordinate under different penetration rates of the input Bluetooth, Wi-Fi, or Cellular probe vehicle data in which vehicles are re-identified between two consecutive physical or virtual readers. The evaluation results indicate that TTM-based estimation model performs well especially during congestion and can track traffic breakdowns and recovery effectively. The TTM-based estimator outperforms CTM-based methods at all penetration rates levels. Furthermore, the 4% penetration rate is found to be a threshold beyond which TTM-based estimation results improve significantly. With increased penetration rates, the TTM-based model can achieve a mean absolute percentage error around 10%; while CTM-based model remains higher than 13%.",recent researches have shown the potential benefits of using lagrangian coordinates in modeling mobile sensor data such as gps bluetooth wifi and cellphone probe data research shows the numerical accuracy and convenience of lagrangian traffic flow models in traffic state estimation in this paper a new traffic state estimation model by using lagrangianspace kalman filter is proposed based on the travel time transition model  the proposed methodology reformulates the ttm model into a statespace form to fit the kalman filter framework the corresponding stateupdating matrices for various traffic conditions are also provided a numerical experiment is conducted based on a simulation model calibrated with the field loop detector data on ih in milwaukee wisconsin for model evaluation the proposed ttmbased method is compared with a ctmbased kalman filter estimator on eulerian coordinate under different penetration rates of the input bluetooth wifi or cellular probe vehicle data in which vehicles are reidentified between two consecutive physical or virtual readers the evaluation results indicate that ttmbased estimation model performs well especially during congestion and can track traffic breakdowns and recovery effectively the ttmbased estimator outperforms ctmbased methods at all penetration rates levels furthermore the  penetration rate is found to be a threshold beyond which ttmbased estimation results improve significantly with increased penetration rates the ttmbased model can achieve a mean absolute percentage error around ; while ctmbased model remains higher than 
15472450.2018.1488218,10.1080/15472450.2018.1488218,Search for parking: A dynamic parking and route guidance system for efficient parking and traffic management,2019,541,556,8,2019-23-6,https://www.tandfonline.com/doi/full/10.1080/15472450.2018.1488218,regular,search for parking  a dynamic parking and route guidance system for efficient parking and traffic management,"Parking space is a scarce resource in today’s cities. Travelers often spend a sizable amount of time searching for available parking spaces. This increases travelers’ overall travel cost and causes additional congestion on the road. Without a good parking information guidance system, parking search remains a trial and error process. In this article, we propose a dynamic parking guidance system that integrates parking destination switching and real-time traffic routing. Drivers can switch their parking destinations and routes during their trip to minimize their expected travel costs. The probability that a driver is willing to switch to a new parking garage is taken to be proportional to the cost difference of the current parking destination and the new one. Microscopic simulation using SUMO and OmNet++ is designed to test the proposed dynamic parking and route guidance system. The simulation results show that with the proposed joint dynamic parking destination switching and dynamic traffic routing, the average overall cost in the network can be reduced. From the parking resources management point of view, parking garage occupancy can be more balanced across all the parking garages with the proposed system, which indicates that the system can help better coordinate available parking resources and avoid potential over-utilization or under-utilization of parking resources.",parking space is a scarce resource in todays cities travelers often spend a sizable amount of time searching for available parking spaces this increases travelers overall travel cost and causes additional congestion on the road without a good parking information guidance system parking search remains a trial and error process in this article we propose a dynamic parking guidance system that integrates parking destination switching and realtime traffic routing drivers can switch their parking destinations and routes during their trip to minimize their expected travel costs the probability that a driver is willing to switch to a new parking garage is taken to be proportional to the cost difference of the current parking destination and the new one microscopic simulation using sumo and omnet++ is designed to test the proposed dynamic parking and route guidance system the simulation results show that with the proposed joint dynamic parking destination switching and dynamic traffic routing the average overall cost in the network can be reduced from the parking resources management point of view parking garage occupancy can be more balanced across all the parking garages with the proposed system which indicates that the system can help better coordinate available parking resources and avoid potential overutilization or underutilization of parking resources
15472450.2018.1562349,10.1080/15472450.2018.1562349,Incrementally constrained dynamic optimization: A computational framework for lane change motion planning of connected and automated vehicles,2019,557,568,3,2019-23-6,https://www.tandfonline.com/doi/full/10.1080/15472450.2018.1562349,regular,incrementally constrained dynamic optimization  a computational framework for lane change motion planning of connected and automated vehicles,"Lane change is a basic and critical element of complicated driving maneuvers such as overtaking, merging, and exit. Improper lane change is a primary cause for car crashes. This article focuses on the cooperative lane change motion planning task for multiple connected and automated vehicles (CAVs). To describe this task in a straightforward, accurate, and generic way, a centralized optimal control problem should be formulated. This optimal control problem consists of a cost function and many constraints, including the vehicle kinematic constraints, collision-avoidance constraints, two-point boundary conditions, and so forth. However, this optimal control problem is difficult to solve, because the constraints related to all of the CAVs must be considered simultaneously. In order to facilitate the numerical solving process, an incrementally constrained dynamic optimization method is proposed. In this method, a series of subproblems are defined and solved in a sequence such that each one is more difficult than its former one by incorporating more collision-avoidance constraints. The optimum of each one subproblem serves as the initial guess, which warmly starts the solution process of the next subproblem in the sequence. This sequential process continues until the optimal solution to the originally formulated problem is derived. In this way, the difficulties in the original problem are dispersed into multiple parts and then tackled incrementally. Unification, effectiveness, and efficiency of the proposed method have been investigated through a series of simulation tests.",lane change is a basic and critical element of complicated driving maneuvers such as overtaking merging and exit improper lane change is a primary cause for car crashes this article focuses on the cooperative lane change motion planning task for multiple connected and automated vehicles  to describe this task in a straightforward accurate and generic way a centralized optimal control problem should be formulated this optimal control problem consists of a cost function and many constraints including the vehicle kinematic constraints collisionavoidance constraints twopoint boundary conditions and so forth however this optimal control problem is difficult to solve because the constraints related to all of the cavs must be considered simultaneously in order to facilitate the numerical solving process an incrementally constrained dynamic optimization method is proposed in this method a series of subproblems are defined and solved in a sequence such that each one is more difficult than its former one by incorporating more collisionavoidance constraints the optimum of each one subproblem serves as the initial guess which warmly starts the solution process of the next subproblem in the sequence this sequential process continues until the optimal solution to the originally formulated problem is derived in this way the difficulties in the original problem are dispersed into multiple parts and then tackled incrementally unification effectiveness and efficiency of the proposed method have been investigated through a series of simulation tests
15472450.2019.1573366,10.1080/15472450.2019.1573366,Real-time short turning strategy based on passenger choice behavior,2019,569,582,1,2019-23-6,https://www.tandfonline.com/doi/full/10.1080/15472450.2019.1573366,regular,real time short turning strategy based on passenger choice behavior,This article proposed a real-time short turning strategy based on passenger choice behavior to improve transit service for the stops with larger passenger demand in peak periods. A bi-level model is introduced to integrate the real-time control strategy and passenger choice. The upper-level model is an optimal model with the objective of maximizing the reduced waiting time of passengers with the strategy. The lower-level model is an allocation model to calculate passenger demand accurately. The optimization variables include which buses provide short turning services and the start and end stations of each bus. An algorithm is implemented to solve the problem and the effectiveness of the presented strategy is tested with the data of a transit route in Dalian city of China. The results indicate that the real-time short turning strategy based on passenger choice behavior can yield benefits in term of the reduction of passenger waiting time and even the vehicle capacity up.,this article proposed a realtime short turning strategy based on passenger choice behavior to improve transit service for the stops with larger passenger demand in peak periods a bilevel model is introduced to integrate the realtime control strategy and passenger choice the upperlevel model is an optimal model with the objective of maximizing the reduced waiting time of passengers with the strategy the lowerlevel model is an allocation model to calculate passenger demand accurately the optimization variables include which buses provide short turning services and the start and end stations of each bus an algorithm is implemented to solve the problem and the effectiveness of the presented strategy is tested with the data of a transit route in dalian city of china the results indicate that the realtime short turning strategy based on passenger choice behavior can yield benefits in term of the reduction of passenger waiting time and even the vehicle capacity up
15472450.2019.1586543,10.1080/15472450.2019.1586543,A scenario-based map-matching algorithm for complex urban road network,2019,617,631,1,2019-23-6,https://www.tandfonline.com/doi/full/10.1080/15472450.2019.1586543,regular,a scenario based map matching algorithm for complex urban road network,"Previous map-matching algorithms perform well in sparse road areas and simple road network structures. Nevertheless, mismatches emerge when the algorithms are implemented in a complex road network. Special road patterns such as parallel or auxiliary roads, roundabouts, intersections, U-turns, or overpasses make it harder to identify features correctly. This paper proposes a scenario-based map-matching algorithm which balances accuracy and efficiency. Instead of matching every point by a constant process, the proposed algorithm provides specific combinations of filters for different operational environments. To eliminate improper candidate roads at each step, five road filters are introduced. Each filter has its own trigger condition, and if the condition is not satisfied, the filter will be skipped. The algorithm is validated using taxi GPS data on various complex roads in Shenzhen. The algorithm correctly identified 99.60%, 96.40%, 93.18%, 96.87%, and 94.11% of the roads for simple, opposing parallel, and auxiliary roads; intersections; and unconnected buffer situations, respectively. The proposed algorithm has two important features: 1. the algorithm is suitable for various complex intersections; 2.the map-matching process can be adjusted according to the traffic scenario, which saves computational time. The evaluated performance indicates that the proposed algorithm performs better than previous map-matching algorithms in both simple and complex road networks and can be efficiently applied to GPS datasets using various time intervals.",previous mapmatching algorithms perform well in sparse road areas and simple road network structures nevertheless mismatches emerge when the algorithms are implemented in a complex road network special road patterns such as parallel or auxiliary roads roundabouts intersections uturns or overpasses make it harder to identify features correctly this paper proposes a scenariobased mapmatching algorithm which balances accuracy and efficiency instead of matching every point by a constant process the proposed algorithm provides specific combinations of filters for different operational environments to eliminate improper candidate roads at each step five road filters are introduced each filter has its own trigger condition and if the condition is not satisfied the filter will be skipped the algorithm is validated using taxi gps data on various complex roads in shenzhen the algorithm correctly identified     and  of the roads for simple opposing parallel and auxiliary roads; intersections; and unconnected buffer situations respectively the proposed algorithm has two important features  the algorithm is suitable for various complex intersections; the mapmatching process can be adjusted according to the traffic scenario which saves computational time the evaluated performance indicates that the proposed algorithm performs better than previous mapmatching algorithms in both simple and complex road networks and can be efficiently applied to gps datasets using various time intervals
15472450.2018.1527694,10.1080/15472450.2018.1527694,Network-wide traffic signal control based on the discovery of critical nodes and deep reinforcement learning,2020,1,10,5,2020-24-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2018.1527694,regular,network wide traffic signal control based on the discovery of critical nodes and deep reinforcement learning,"To improve the traffic efficiency of city-wide road networks, we propose a traffic signal control framework that prioritizes the optimal control policies on critical nodes in road networks. In this framework, we first use a data-driven approach to discover the critical nodes. Critical nodes are identified as nodes that would cause a dramatic reduction in the traffic efficiency of the road network if they were to fail. This approach models the dynamic of road networks using a tripartite graph based on the vehicle trajectories and can accurately identify the city-wide critical nodes from a global perspective. Second, for the discovered critical nodes, we introduce a novel traffic signal control approach based on deep reinforcement learning; this approach can learn the optimal policy via constantly interacting with the road network in an iterative mode. We conduct several experiments with a transportation simulator; the results of experiments show that the proposed framework reduces the average delay and travel time compared to the baseline methods.",to improve the traffic efficiency of citywide road networks we propose a traffic signal control framework that prioritizes the optimal control policies on critical nodes in road networks in this framework we first use a datadriven approach to discover the critical nodes critical nodes are identified as nodes that would cause a dramatic reduction in the traffic efficiency of the road network if they were to fail this approach models the dynamic of road networks using a tripartite graph based on the vehicle trajectories and can accurately identify the citywide critical nodes from a global perspective second for the discovered critical nodes we introduce a novel traffic signal control approach based on deep reinforcement learning; this approach can learn the optimal policy via constantly interacting with the road network in an iterative mode we conduct several experiments with a transportation simulator; the results of experiments show that the proposed framework reduces the average delay and travel time compared to the baseline methods
15472450.2019.1699076,10.1080/15472450.2019.1699076,Informed decision-making by integrating historical on-road driving performance data in high-resolution maps for connected and automated vehicles,2020,11,23,3,2020-24-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2019.1699076,regular,informed decision making by integrating historical on road driving performance data in high resolution maps for connected and automated vehicles,"Connected and automated vehicles (CAVs) are already part of the surface transportation system. In order for a CAV to operate safely, it needs information such as static data (high-resolution navigation maps) and real-time dynamics from various sensors, some of which exchange information with other vehicles or roadside units. High resolution navigation maps can integrate historical on-road driving performance data to help CAVs and drivers operating vehicles with low level automation make informed proactive decisions. This study proposes that navigation maps on CAVs come pre-installed with historical driving data and that they work together with real-time sensors to help CAVs plan maneuvers. Historical driving data offers insights about decisions made by drivers at locations along a route, e.g., where drivers often make sharp turns or where they accelerate and decelerate hard. A pre-installed record of historical driving decisions will support informed decision-making and proactively “warn” CAVs and drivers about potential hazards. This study explores location-based driving volatility as a key to improving safety through CAVs. Location-based volatility is a measure of historical driving performance, defined as the percentage of extreme maneuvers performed on a location in road network. For demonstration, we modeled and visualized real-world high-resolution geo-referenced data. The data comes from a connected vehicle safety pilot program in Ann Arbor, Michigan. We found measured location-based volatility is significantly related to safety outcomes. Therefore, location-based driving volatility can serve as a valuable piece of information to be added to navigation maps in CAVs in order to help them navigate volatile hot-spots.",connected and automated vehicles  are already part of the surface transportation system in order for a cav to operate safely it needs information such as static data  and realtime dynamics from various sensors some of which exchange information with other vehicles or roadside units high resolution navigation maps can integrate historical onroad driving performance data to help cavs and drivers operating vehicles with low level automation make informed proactive decisions this study proposes that navigation maps on cavs come preinstalled with historical driving data and that they work together with realtime sensors to help cavs plan maneuvers historical driving data offers insights about decisions made by drivers at locations along a route eg where drivers often make sharp turns or where they accelerate and decelerate hard a preinstalled record of historical driving decisions will support informed decisionmaking and proactively warn cavs and drivers about potential hazards this study explores locationbased driving volatility as a key to improving safety through cavs locationbased volatility is a measure of historical driving performance defined as the percentage of extreme maneuvers performed on a location in road network for demonstration we modeled and visualized realworld highresolution georeferenced data the data comes from a connected vehicle safety pilot program in ann arbor michigan we found measured locationbased volatility is significantly related to safety outcomes therefore locationbased driving volatility can serve as a valuable piece of information to be added to navigation maps in cavs in order to help them navigate volatile hotspots
15472450.2019.1615487,10.1080/15472450.2019.1615487,Development of a global positioning system data-based trip-purpose inference method for hazardous materials transportation management,2020,24,39,4,2020-24-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2019.1615487,regular,development of a global positioning system data based trip purpose inference method for hazardous materials transportation management,"The shipments of hazardous materials (hazmat) which are indispensable for economic and social development have increased; accordingly, a rising number of incidents involving hazmat transportation may inflict more dread damages to both people and environment. This severe situation has prompted the need for deep mining trip purposes using trajectory information in order to enhance the hazmat-transportation regulatory. This paper presents an unsupervised two-phase framework for inferring multiple trip purposes (i.e. loading, unloading, in-yard, and other stops) based on the passive global positioning system (GPS) data during the hazmat-transportation process. In detail, a scalable ordering points to identify the clustering-structure mixture algorithm (SOMA) is first developed to group hazmat vehicles trip ends into hotspot places in phase I; In phase II, a two-stage trip-purpose identification approach is proposed with a combination of the fuzzy c-means (FCM) method and the point-of-interest (POI) information. The effectiveness and efficiency of the designed two-phase framework are evaluated through the real-world datasets, which are generated by more than 12,000 vehicles in Liaoning Province, China. The results demonstrate that the method can infer four types of freight trip purposes with an accuracy of 82.1%. The proposed approach framework can help analyze the vehicle trips associated with the loading states, which will provide effective decision-making support for the hazmat-transportation regulatory.",the shipments of hazardous materials  which are indispensable for economic and social development have increased; accordingly a rising number of incidents involving hazmat transportation may inflict more dread damages to both people and environment this severe situation has prompted the need for deep mining trip purposes using trajectory information in order to enhance the hazmattransportation regulatory this paper presents an unsupervised twophase framework for inferring multiple trip purposes  based on the passive global positioning system  data during the hazmattransportation process in detail a scalable ordering points to identify the clusteringstructure mixture algorithm  is first developed to group hazmat vehicles trip ends into hotspot places in phase i; in phase ii a twostage trippurpose identification approach is proposed with a combination of the fuzzy cmeans  method and the pointofinterest  information the effectiveness and efficiency of the designed twophase framework are evaluated through the realworld datasets which are generated by more than  vehicles in liaoning province china the results demonstrate that the method can infer four types of freight trip purposes with an accuracy of  the proposed approach framework can help analyze the vehicle trips associated with the loading states which will provide effective decisionmaking support for the hazmattransportation regulatory
15472450.2019.1677160,10.1080/15472450.2019.1677160,An optimization approach for deployment of intelligent transportation systems wrong-way driving countermeasures,2020,40,53,0,2020-24-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2019.1677160,regular,an optimization approach for deployment of intelligent transportation systems wrong way driving countermeasures,"The nature of wrong-way driving (WWD) crashes on limited access facilities makes it difficult for agencies to combat them effectively. WWD countermeasures equipped with Intelligent Transportation Systems (ITS) technologies, such as warning lights and detection devices, have been proven to reduce WWD. However, agencies often cannot deploy these ITS countermeasures at all exit ramps due to their expense. This paper discusses an innovative WWD countermeasure optimization approach to help agencies identify the optimal deployment locations based on available resources. The approach consists of a WWD crash risk (WWCR) model and a WWD countermeasures optimization algorithm. The WWCR model uses non-crash WWD events, interchange designs, and traffic volumes to predict the number of WWD crashes on multi-exit segments of limited access facilities. Then, the optimization algorithm uses the model results to identify the best exits for ITS countermeasure deployment based on WWCR reduction, available resources, and other applicable constraints. This approach was applied to the Florida’s Turnpike Enterprise (FTE) toll road network. Twenty-four segments were identified as WWD hotspots due to high WWCR. Three different optimization scenarios were tested to show how different constraints affect the results. These scenarios resulted in 38% to 41% of the maximum possible WWCR reduction by equipping only 39 of the 196 FTE ramps (20%) and could help FTE better utilize its investment by 36% compared to only equipping ramps in the identified 24 WWD hotspots. Other agencies could personalize this approach based on their available resources, and preferred WWD countermeasures to achieve similar benefits.",the nature of wrongway driving  crashes on limited access facilities makes it difficult for agencies to combat them effectively wwd countermeasures equipped with intelligent transportation systems  technologies such as warning lights and detection devices have been proven to reduce wwd however agencies often cannot deploy these its countermeasures at all exit ramps due to their expense this paper discusses an innovative wwd countermeasure optimization approach to help agencies identify the optimal deployment locations based on available resources the approach consists of a wwd crash risk  model and a wwd countermeasures optimization algorithm the wwcr model uses noncrash wwd events interchange designs and traffic volumes to predict the number of wwd crashes on multiexit segments of limited access facilities then the optimization algorithm uses the model results to identify the best exits for its countermeasure deployment based on wwcr reduction available resources and other applicable constraints this approach was applied to the floridas turnpike enterprise  toll road network twentyfour segments were identified as wwd hotspots due to high wwcr three different optimization scenarios were tested to show how different constraints affect the results these scenarios resulted in  to  of the maximum possible wwcr reduction by equipping only  of the  fte ramps  and could help fte better utilize its investment by  compared to only equipping ramps in the identified  wwd hotspots other agencies could personalize this approach based on their available resources and preferred wwd countermeasures to achieve similar benefits
15472450.2019.1579091,10.1080/15472450.2019.1579091,"Expressway bottleneck pattern identification using traffic big data??The case of ring roads in Beijing, China",2020,54,67,1,2020-24-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2019.1579091,regular,expressway bottleneck pattern identification using traffic big data  the case of ring roads in beijing  china,"How to efficiently identify traffic bottlenecks in the expressway network and implement targeted measures is an important issue to mitigate traffic congestion. In recent years, with the proliferation of smartphones, smartphone-based navigation applications are receiving the worldwide popularity, which are being treated as an extremely rich source of traffic data. In this paper, we are devoted to proposing a novel approach to investigate traffic state and identify recurrent bottlenecks quickly and accurately from macroscopic network perspective, through fusing the data sources of fixed detectors and mobile navigation apps. First of all, this paper plots flow-speed fundamental diagram to derive critical speed, which is treated as the criterion to determine traffic state. Once the criterion has been established, typical bottlenecks in the entire expressway network can be efficiently identified through only utilizing smartphone-based probe speed data. Secondly, three pioneering indicators are put forward to quantify oversaturated traffic state and classify bottleneck patterns on urban expressway network. Applying this methodology, we take Beijing expressway network as a case to identify different patterns of bottlenecks, which are validated to comply with the reality. Moreover, the relationship between critical speed and the associated road segment features is explored and shows the possibility of predicting the critical speed even without flow data. As an end, some recommendations are proposed for improving different types of traffic bottlenecks.",how to efficiently identify traffic bottlenecks in the expressway network and implement targeted measures is an important issue to mitigate traffic congestion in recent years with the proliferation of smartphones smartphonebased navigation applications are receiving the worldwide popularity which are being treated as an extremely rich source of traffic data in this paper we are devoted to proposing a novel approach to investigate traffic state and identify recurrent bottlenecks quickly and accurately from macroscopic network perspective through fusing the data sources of fixed detectors and mobile navigation apps first of all this paper plots flowspeed fundamental diagram to derive critical speed which is treated as the criterion to determine traffic state once the criterion has been established typical bottlenecks in the entire expressway network can be efficiently identified through only utilizing smartphonebased probe speed data secondly three pioneering indicators are put forward to quantify oversaturated traffic state and classify bottleneck patterns on urban expressway network applying this methodology we take beijing expressway network as a case to identify different patterns of bottlenecks which are validated to comply with the reality moreover the relationship between critical speed and the associated road segment features is explored and shows the possibility of predicting the critical speed even without flow data as an end some recommendations are proposed for improving different types of traffic bottlenecks
